Transaction Date,Customer Name,Product Name,Sales Rep Name,Quantity,Total Revenue,Discount
2023-02-20 14:00:00.000000,TechCorp_110,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-02-21 08:00:00.000000,TechCorp_12,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-02-21 18:00:00.000000,TechCorp_79,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-02-21 15:00:00.000000,TechCorp_201,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-02-22 13:00:00.000000,TechCorp_76,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-02-23 11:00:00.000000,TechCorp_79,Pro Subscription,Emp_31 SaaS_31,1,200.0,0.0
2023-02-24 09:00:00.000000,TechCorp_217,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-02-24 08:00:00.000000,TechCorp_221,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-02-25 16:00:00.000000,TechCorp_12,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-02-25 12:00:00.000000,TechCorp_26,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-02-25 18:00:00.000000,TechCorp_38,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-02-25 10:00:00.000000,TechCorp_242,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-02-26 09:00:00.000000,TechCorp_30,Pro Subscription,Emp_29 SaaS_29,1,200.0,0.0
2023-02-26 13:00:00.000000,TechCorp_48,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-02-26 12:00:00.000000,TechCorp_288,Pro Subscription,Emp_19 SaaS_19,1,200.0,0.0
2023-02-27 15:00:00.000000,TechCorp_97,Enterprise License,Emp_12 SaaS_12,5,10000.0,0.0
2023-02-27 14:00:00.000000,TechCorp_221,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-02-28 14:00:00.000000,TechCorp_76,Starter Subscription,Emp_12 SaaS_12,1,50.0,0.0
2023-03-01 15:00:00.000000,TechCorp_11,Pro Subscription,Emp_31 SaaS_31,1,200.0,0.0
2023-03-01 13:00:00.000000,TechCorp_151,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-03-01 18:00:00.000000,TechCorp_224,Pro Subscription,Emp_29 SaaS_29,1,200.0,0.0
2023-03-02 09:00:00.000000,TechCorp_151,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-03-02 17:00:00.000000,TechCorp_255,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-03-02 11:00:00.000000,TechCorp_291,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-03-04 11:00:00.000000,TechCorp_76,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-03-04 12:00:00.000000,TechCorp_224,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-03-06 18:00:00.000000,TechCorp_116,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-03-06 10:00:00.000000,TechCorp_129,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-03-07 13:00:00.000000,TechCorp_11,Pro Subscription,Emp_2 SaaS_2,1,200.0,0.0
2023-03-07 18:00:00.000000,TechCorp_110,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-03-08 09:00:00.000000,TechCorp_132,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-03-08 08:00:00.000000,TechCorp_149,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-03-09 14:00:00.000000,TechCorp_145,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-03-09 08:00:00.000000,TechCorp_246,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-03-09 13:00:00.000000,TechCorp_250,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-03-09 18:00:00.000000,TechCorp_278,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-03-10 14:00:00.000000,TechCorp_39,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-03-10 16:00:00.000000,TechCorp_188,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-03-10 13:00:00.000000,TechCorp_214,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-03-10 11:00:00.000000,TechCorp_288,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-03-11 12:00:00.000000,TechCorp_261,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-03-13 14:00:00.000000,TechCorp_24,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-03-13 13:00:00.000000,TechCorp_246,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-03-14 17:00:00.000000,TechCorp_24,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-03-14 17:00:00.000000,TechCorp_246,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-03-15 11:00:00.000000,TechCorp_58,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-03-15 14:00:00.000000,TechCorp_97,Enterprise License,Emp_3 SaaS_3,8,16000.0,0.0
2023-03-15 18:00:00.000000,TechCorp_255,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-03-16 09:00:00.000000,TechCorp_57,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-03-16 15:00:00.000000,TechCorp_188,Pro Subscription,Emp_19 SaaS_19,1,200.0,0.0
2023-03-17 17:00:00.000000,TechCorp_24,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-03-18 13:00:00.000000,TechCorp_26,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-03-18 12:00:00.000000,TechCorp_48,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-03-18 11:00:00.000000,TechCorp_224,Pro Subscription,Emp_4 SaaS_4,1,200.0,0.0
2023-03-18 13:00:00.000000,TechCorp_291,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-03-19 15:00:00.000000,TechCorp_97,Enterprise License,Emp_3 SaaS_3,1,2000.0,0.0
2023-03-19 12:00:00.000000,TechCorp_116,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-03-20 17:00:00.000000,TechCorp_76,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-03-21 11:00:00.000000,TechCorp_168,Enterprise License,Emp_31 SaaS_31,9,18000.0,0.0
2023-03-21 13:00:00.000000,TechCorp_188,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-03-22 18:00:00.000000,TechCorp_48,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-03-22 09:00:00.000000,TechCorp_76,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-03-22 09:00:00.000000,TechCorp_90,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-03-22 14:00:00.000000,TechCorp_132,Pro Subscription,Emp_29 SaaS_29,1,200.0,0.0
2023-03-22 09:00:00.000000,TechCorp_278,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-03-23 12:00:00.000000,TechCorp_36,Starter Subscription,Emp_12 SaaS_12,1,50.0,0.0
2023-03-23 10:00:00.000000,TechCorp_58,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-03-24 10:00:00.000000,TechCorp_79,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-03-24 09:00:00.000000,TechCorp_232,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-03-25 18:00:00.000000,TechCorp_13,Enterprise License,Emp_6 SaaS_6,6,12000.0,0.0
2023-03-25 18:00:00.000000,TechCorp_105,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-03-25 14:00:00.000000,TechCorp_160,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-03-26 10:00:00.000000,TechCorp_132,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-03-26 15:00:00.000000,TechCorp_190,Pro Subscription,Emp_2 SaaS_2,1,200.0,0.0
2023-03-26 14:00:00.000000,TechCorp_254,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-03-27 12:00:00.000000,TechCorp_59,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-03-27 15:00:00.000000,TechCorp_90,Pro Subscription,Emp_31 SaaS_31,1,200.0,0.0
2023-03-27 17:00:00.000000,TechCorp_97,Enterprise License,Emp_0 SaaS_0,6,12000.0,0.0
2023-03-27 13:00:00.000000,TechCorp_291,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-03-28 18:00:00.000000,TechCorp_30,Pro Subscription,Emp_4 SaaS_4,1,200.0,0.0
2023-03-28 13:00:00.000000,TechCorp_145,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-03-28 18:00:00.000000,TechCorp_201,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-03-29 17:00:00.000000,TechCorp_57,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-03-29 11:00:00.000000,TechCorp_294,Pro Subscription,Emp_4 SaaS_4,1,200.0,0.0
2023-03-30 12:00:00.000000,TechCorp_116,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-03-30 11:00:00.000000,TechCorp_190,Pro Subscription,Emp_25 SaaS_25,1,200.0,0.0
2023-03-30 15:00:00.000000,TechCorp_254,Pro Subscription,Emp_4 SaaS_4,1,200.0,0.0
2023-03-30 11:00:00.000000,TechCorp_278,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-03-31 08:00:00.000000,TechCorp_201,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-03-31 17:00:00.000000,TechCorp_224,Pro Subscription,Emp_3 SaaS_3,1,200.0,0.0
2023-03-31 18:00:00.000000,TechCorp_254,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-04-01 16:00:00.000000,TechCorp_36,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-01 18:00:00.000000,TechCorp_105,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-04-01 08:00:00.000000,TechCorp_233,Pro Subscription,Emp_25 SaaS_25,1,200.0,0.0
2023-04-02 18:00:00.000000,TechCorp_221,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-02 17:00:00.000000,TechCorp_232,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-02 11:00:00.000000,TechCorp_246,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-04-02 10:00:00.000000,TechCorp_250,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-04-03 09:00:00.000000,TechCorp_145,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-04-03 12:00:00.000000,TechCorp_174,Pro Subscription,Emp_4 SaaS_4,1,200.0,0.0
2023-04-04 16:00:00.000000,TechCorp_11,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-04-04 13:00:00.000000,TechCorp_79,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-04-04 18:00:00.000000,TechCorp_117,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-04-04 14:00:00.000000,TechCorp_262,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-04-05 09:00:00.000000,TechCorp_8,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-04-06 13:00:00.000000,TechCorp_48,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-04-06 16:00:00.000000,TechCorp_166,Pro Subscription,Emp_3 SaaS_3,1,200.0,0.0
2023-04-06 15:00:00.000000,TechCorp_174,Pro Subscription,Emp_19 SaaS_19,1,200.0,0.0
2023-04-07 09:00:00.000000,TechCorp_39,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-04-07 15:00:00.000000,TechCorp_190,Pro Subscription,Emp_31 SaaS_31,1,200.0,0.0
2023-04-07 16:00:00.000000,TechCorp_245,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-07 12:00:00.000000,TechCorp_291,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-04-08 17:00:00.000000,TechCorp_5,Enterprise License,Emp_3 SaaS_3,8,16000.0,0.0
2023-04-08 18:00:00.000000,TechCorp_201,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-08 13:00:00.000000,TechCorp_221,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-04-09 09:00:00.000000,TechCorp_116,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-04-10 08:00:00.000000,TechCorp_12,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-04-10 12:00:00.000000,TechCorp_39,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-10 17:00:00.000000,TechCorp_157,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-04-10 18:00:00.000000,TechCorp_224,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-04-12 16:00:00.000000,TechCorp_110,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-04-12 16:00:00.000000,TechCorp_171,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-04-13 13:00:00.000000,TechCorp_39,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-04-13 17:00:00.000000,TechCorp_95,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-04-13 12:00:00.000000,TechCorp_168,Enterprise License,Emp_13 SaaS_13,1,2000.0,0.0
2023-04-13 09:00:00.000000,TechCorp_291,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-04-14 14:00:00.000000,TechCorp_12,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-04-14 15:00:00.000000,TechCorp_117,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-04-14 10:00:00.000000,TechCorp_221,Starter Subscription,Emp_12 SaaS_12,1,50.0,0.0
2023-04-15 15:00:00.000000,TechCorp_8,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-04-15 16:00:00.000000,TechCorp_30,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-04-15 10:00:00.000000,TechCorp_39,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-04-15 08:00:00.000000,TechCorp_44,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-04-15 12:00:00.000000,TechCorp_132,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-04-16 15:00:00.000000,TechCorp_5,Enterprise License,Emp_29 SaaS_29,1,2000.0,0.0
2023-04-16 13:00:00.000000,TechCorp_26,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-16 10:00:00.000000,TechCorp_117,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-04-16 17:00:00.000000,TechCorp_171,Pro Subscription,Emp_29 SaaS_29,1,200.0,0.0
2023-04-17 11:00:00.000000,TechCorp_8,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-04-17 15:00:00.000000,TechCorp_12,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-04-17 14:00:00.000000,TechCorp_58,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-04-17 17:00:00.000000,TechCorp_79,Pro Subscription,Emp_2 SaaS_2,1,200.0,0.0
2023-04-17 12:00:00.000000,TechCorp_116,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-04-17 17:00:00.000000,TechCorp_157,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-18 15:00:00.000000,TechCorp_95,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-04-19 10:00:00.000000,TechCorp_30,Pro Subscription,Emp_29 SaaS_29,1,200.0,0.0
2023-04-19 14:00:00.000000,TechCorp_97,Enterprise License,Emp_3 SaaS_3,9,18000.0,0.0
2023-04-19 16:00:00.000000,TechCorp_129,Starter Subscription,Emp_12 SaaS_12,1,50.0,0.0
2023-04-19 14:00:00.000000,TechCorp_149,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-04-19 18:00:00.000000,TechCorp_221,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-04-20 11:00:00.000000,TechCorp_5,Enterprise License,Emp_31 SaaS_31,8,16000.0,0.0
2023-04-20 17:00:00.000000,TechCorp_166,Pro Subscription,Emp_31 SaaS_31,1,200.0,0.0
2023-04-20 15:00:00.000000,TechCorp_224,Pro Subscription,Emp_2 SaaS_2,1,200.0,0.0
2023-04-21 09:00:00.000000,TechCorp_8,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-04-21 08:00:00.000000,TechCorp_254,Pro Subscription,Emp_2 SaaS_2,1,200.0,0.0
2023-04-21 09:00:00.000000,TechCorp_255,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-21 09:00:00.000000,TechCorp_291,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-04-23 14:00:00.000000,TechCorp_75,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-04-23 13:00:00.000000,TechCorp_168,Enterprise License,Emp_31 SaaS_31,1,2000.0,0.0
2023-04-23 09:00:00.000000,TechCorp_171,Pro Subscription,Emp_4 SaaS_4,1,200.0,0.0
2023-04-23 10:00:00.000000,TechCorp_232,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-04-23 18:00:00.000000,TechCorp_250,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-04-23 18:00:00.000000,TechCorp_254,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-04-24 10:00:00.000000,TechCorp_40,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-04-24 09:00:00.000000,TechCorp_129,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-04-24 10:00:00.000000,TechCorp_174,Pro Subscription,Emp_31 SaaS_31,1,200.0,0.0
2023-04-24 11:00:00.000000,TechCorp_221,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-04-25 12:00:00.000000,TechCorp_5,Enterprise License,Emp_4 SaaS_4,6,12000.0,0.0
2023-04-25 08:00:00.000000,TechCorp_24,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-04-26 08:00:00.000000,TechCorp_8,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-04-26 18:00:00.000000,TechCorp_72,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-04-26 18:00:00.000000,TechCorp_129,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-04-26 13:00:00.000000,TechCorp_224,Pro Subscription,Emp_3 SaaS_3,1,200.0,0.0
2023-04-27 14:00:00.000000,TechCorp_117,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-04-27 13:00:00.000000,TechCorp_254,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-04-28 13:00:00.000000,TechCorp_8,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-04-28 13:00:00.000000,TechCorp_20,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-04-28 15:00:00.000000,TechCorp_38,Pro Subscription,Emp_3 SaaS_3,1,200.0,0.0
2023-04-28 18:00:00.000000,TechCorp_121,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-04-28 17:00:00.000000,TechCorp_132,Pro Subscription,Emp_4 SaaS_4,1,200.0,0.0
2023-04-28 16:00:00.000000,TechCorp_166,Pro Subscription,Emp_19 SaaS_19,1,200.0,0.0
2023-04-28 13:00:00.000000,TechCorp_246,Starter Subscription,Emp_12 SaaS_12,1,50.0,0.0
2023-04-29 18:00:00.000000,TechCorp_36,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-04-29 12:00:00.000000,TechCorp_72,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-04-29 08:00:00.000000,TechCorp_90,Pro Subscription,Emp_3 SaaS_3,1,200.0,0.0
2023-04-30 16:00:00.000000,TechCorp_26,Starter Subscription,Emp_6 SaaS_6,1,50.0,0.0
2023-04-30 09:00:00.000000,TechCorp_151,Starter Subscription,Emp_4 SaaS_4,1,50.0,0.0
2023-04-30 15:00:00.000000,TechCorp_190,Pro Subscription,Emp_13 SaaS_13,1,200.0,0.0
2023-04-30 09:00:00.000000,TechCorp_201,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-05-01 11:00:00.000000,TechCorp_20,Pro Subscription,Emp_31 SaaS_31,1,200.0,0.0
2023-05-01 13:00:00.000000,TechCorp_121,Pro Subscription,Emp_19 SaaS_19,1,200.0,0.0
2023-05-02 14:00:00.000000,TechCorp_150,Starter Subscription,Emp_2 SaaS_2,1,50.0,0.0
2023-05-02 16:00:00.000000,TechCorp_160,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-05-02 08:00:00.000000,TechCorp_288,Pro Subscription,Emp_3 SaaS_3,1,200.0,0.0
2023-05-03 13:00:00.000000,TechCorp_40,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-05-03 17:00:00.000000,TechCorp_157,Starter Subscription,Emp_13 SaaS_13,1,50.0,0.0
2023-05-04 12:00:00.000000,TechCorp_104,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-05-04 12:00:00.000000,TechCorp_132,Pro Subscription,Emp_29 SaaS_29,1,200.0,0.0
2023-05-04 15:00:00.000000,TechCorp_150,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-05-05 18:00:00.000000,TechCorp_58,Starter Subscription,Emp_0 SaaS_0,1,50.0,0.0
2023-05-05 15:00:00.000000,TechCorp_168,Enterprise License,Emp_19 SaaS_19,2,4000.0,0.0
2023-05-05 11:00:00.000000,TechCorp_284,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-05-06 08:00:00.000000,TechCorp_58,Starter Subscription,Emp_21 SaaS_21,1,50.0,0.0
2023-05-06 10:00:00.000000,TechCorp_254,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-05-07 16:00:00.000000,TechCorp_23,Pro Subscription,Emp_25 SaaS_25,1,200.0,0.0
2023-05-07 10:00:00.000000,TechCorp_38,Pro Subscription,Emp_6 SaaS_6,1,200.0,0.0
2023-05-07 17:00:00.000000,TechCorp_291,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-05-08 18:00:00.000000,TechCorp_11,Pro Subscription,Emp_29 SaaS_29,1,200.0,0.0
2023-05-08 15:00:00.000000,TechCorp_24,Starter Subscription,Emp_31 SaaS_31,1,50.0,0.0
2023-05-08 08:00:00.000000,TechCorp_36,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-05-08 11:00:00.000000,TechCorp_110,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-05-09 18:00:00.000000,TechCorp_39,Starter Subscription,Emp_19 SaaS_19,1,50.0,0.0
2023-05-09 09:00:00.000000,TechCorp_121,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-05-09 09:00:00.000000,TechCorp_190,Pro Subscription,Emp_0 SaaS_0,1,200.0,0.0
2023-05-09 15:00:00.000000,TechCorp_217,Starter Subscription,Emp_29 SaaS_29,1,50.0,0.0
2023-05-09 15:00:00.000000,TechCorp_291,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-05-10 14:00:00.000000,TechCorp_27,Pro Subscription,Emp_19 SaaS_19,1,200.0,0.0
2023-05-10 17:00:00.000000,TechCorp_48,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-05-11 15:00:00.000000,TechCorp_132,Pro Subscription,Emp_12 SaaS_12,1,200.0,0.0
2023-05-11 18:00:00.000000,TechCorp_278,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-05-12 12:00:00.000000,TechCorp_23,Pro Subscription,Emp_21 SaaS_21,1,200.0,0.0
2023-05-12 16:00:00.000000,TechCorp_110,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-05-12 11:00:00.000000,TechCorp_168,Enterprise License,Emp_31 SaaS_31,6,12000.0,0.0
2023-05-13 09:00:00.000000,TechCorp_97,Enterprise License,Emp_12 SaaS_12,3,6000.0,0.0
2023-05-13 10:00:00.000000,TechCorp_116,Starter Subscription,Emp_3 SaaS_3,1,50.0,0.0
2023-05-13 16:00:00.000000,TechCorp_151,Starter Subscription,Emp_12 SaaS_12,1,50.0,0.0
2023-05-13 15:00:00.000000,TechCorp_156,Starter Subscription,Emp_25 SaaS_25,1,50.0,0.0
2023-05-13 18:00:00.000000,TechCorp_254,Pro Subscription,Emp_19 SaaS_19,1,200.0,0.0
