Expense Date,Category,Amount
2023-01-25,Cloud Infrastructure,975.0693620553387
2023-01-25,Marketing,910.8586114965335
2023-01-26,Cloud Infrastructure,987.606242012901
2023-01-26,Marketing,1335.1133927257074
2023-01-27,Cloud Infrastructure,1056.471614481779
2023-01-27,Marketing,1374.116945052237
2023-01-28,Cloud Infrastructure,980.4511960882836
2023-01-28,Marketing,849.5850781386489
2023-01-29,Cloud Infrastructure,855.5170767272745
2023-01-29,Marketing,1205.5361752890803
2023-01-30,Cloud Infrastructure,982.8454466545795
2023-01-30,Marketing,610.857895290015
2023-01-31,Cloud Infrastructure,1195.332594238587
2023-01-31,Marketing,1054.1519524181954
2023-02-01,Cloud Infrastructure,1132.1534627054411
2023-02-01,Marketing,1184.6825664089833
2023-02-02,Cloud Infrastructure,1144.8554121877
2023-02-02,Marketing,547.8040342464914
2023-02-03,Cloud Infrastructure,1198.0392659376303
2023-02-03,Marketing,680.45648593809
2023-02-04,Cloud Infrastructure,1068.473555557467
2023-02-04,Marketing,906.2102315076525
2023-02-05,Cloud Infrastructure,1011.7839526145159
2023-02-05,Marketing,898.03404595245
2023-02-06,Cloud Infrastructure,1159.4716123144922
2023-02-06,Marketing,945.111192742455
2023-02-07,Cloud Infrastructure,810.5136107233063
2023-02-07,Marketing,1054.0214372595951
2023-02-08,Cloud Infrastructure,872.785254620855
2023-02-08,Marketing,1466.2646139341068
2023-02-09,Cloud Infrastructure,1176.6427951474384
2023-02-09,Marketing,654.1942668795632
2023-02-10,Cloud Infrastructure,823.9652131738676
2023-02-10,Marketing,939.6054999204109
2023-02-11,Cloud Infrastructure,863.8798648520644
2023-02-11,Marketing,827.435820801195
2023-02-12,Cloud Infrastructure,1024.7267460663775
2023-02-12,Marketing,862.5237759442846
2023-02-13,Cloud Infrastructure,1172.5474942119959
2023-02-13,Marketing,818.5300317593071
2023-02-14,Cloud Infrastructure,1009.6929330498732
2023-02-14,Marketing,1221.1828352491243
2023-02-15,Cloud Infrastructure,1013.2508258292884
2023-02-15,Marketing,1046.2732192448302
2023-02-16,Cloud Infrastructure,938.0538700658346
2023-02-16,Marketing,1273.064328764497
2023-02-17,Cloud Infrastructure,1060.215476749706
2023-02-17,Marketing,1255.9110594087394
2023-02-18,Cloud Infrastructure,983.5657884129445
2023-02-18,Marketing,757.2648802295191
2023-02-19,Cloud Infrastructure,1166.452154340254
2023-02-19,Marketing,795.0376001562468
2023-02-20,Cloud Infrastructure,981.3729200719129
2023-02-20,Marketing,1013.2478432016416
2023-02-21,Cloud Infrastructure,1011.5370158176037
2023-02-21,Marketing,1227.858140906128
2023-02-22,Cloud Infrastructure,1127.3529956360612
2023-02-22,Marketing,736.9040347767207
2023-02-23,Cloud Infrastructure,1089.8338849228808
2023-02-23,Marketing,690.4816184307383
2023-02-24,Cloud Infrastructure,1025.0098909857418
2023-02-24,Marketing,721.2740983162253
2023-02-25,Cloud Infrastructure,1173.5614884392003
2023-02-25,Marketing,1412.7514547348333
2023-02-26,Cloud Infrastructure,1011.2636742566592
2023-02-26,Marketing,542.5517576170452
2023-02-27,Cloud Infrastructure,942.3244790823392
2023-02-27,Marketing,1441.1428449707255
2023-02-28,Cloud Infrastructure,907.3627188596843
2023-02-28,Marketing,645.9348206465479
2023-03-01,Cloud Infrastructure,871.9708850434799
2023-03-01,Marketing,1267.617907748365
2023-03-02,Cloud Infrastructure,1075.065763518916
2023-03-02,Marketing,721.0317361785363
2023-03-03,Cloud Infrastructure,911.3379322061702
2023-03-03,Marketing,1203.7597433383003
2023-03-04,Cloud Infrastructure,1180.7367801951868
2023-03-04,Marketing,984.6089194456838
2023-03-05,Cloud Infrastructure,1044.1047210477907
2023-03-05,Marketing,928.167061254245
2023-03-06,Cloud Infrastructure,1138.866930403483
2023-03-06,Marketing,593.1416580895477
2023-03-07,Cloud Infrastructure,1007.7777018546543
2023-03-07,Marketing,945.0668767786543
2023-03-08,Cloud Infrastructure,1003.809026445885
2023-03-08,Marketing,1247.8436409812496
2023-03-09,Cloud Infrastructure,1138.5872460563105
2023-03-09,Marketing,557.9059440231305
2023-03-10,Cloud Infrastructure,1166.341905952358
2023-03-10,Marketing,819.9351375643756
2023-03-11,Cloud Infrastructure,1158.231176055944
2023-03-11,Marketing,958.4580285441486
2023-03-12,Cloud Infrastructure,1141.8405218488012
2023-03-12,Marketing,1055.9537615483882
2023-03-13,Cloud Infrastructure,1057.0610102553742
2023-03-13,Marketing,1297.197941883013
2023-03-14,Cloud Infrastructure,996.1745680509916
2023-03-14,Marketing,590.2573768509028
2023-03-15,Cloud Infrastructure,1055.8587091134495
2023-03-15,Marketing,604.1102330139859
2023-03-16,Cloud Infrastructure,1189.7593682705888
2023-03-16,Marketing,909.2798657506457
2023-03-17,Cloud Infrastructure,1029.0857162524876
2023-03-17,Marketing,735.6420194824209
2023-03-18,Cloud Infrastructure,1043.5848607809742
2023-03-18,Marketing,537.4656704977134
2023-03-19,Cloud Infrastructure,1037.6174373808606
2023-03-19,Marketing,677.5836941638617
2023-03-20,Cloud Infrastructure,1156.949519072373
2023-03-20,Marketing,798.7911119189864
2023-03-21,Cloud Infrastructure,877.8175219907682
2023-03-21,Marketing,619.8159371875058
2023-03-22,Cloud Infrastructure,1160.5535104578098
2023-03-22,Marketing,859.2508863666324
2023-03-23,Cloud Infrastructure,1004.6821387858636
2023-03-23,Marketing,1223.5636168984788
2023-03-24,Cloud Infrastructure,804.9440851943737
2023-03-24,Marketing,1368.33227185852
2023-03-25,Cloud Infrastructure,1039.9804606233051
2023-03-25,Marketing,1216.6580681291757
2023-03-26,Cloud Infrastructure,919.5652539821697
2023-03-26,Marketing,1201.494310407385
2023-03-27,Cloud Infrastructure,1147.5399845270065
2023-03-27,Marketing,1360.4447384932496
2023-03-28,Cloud Infrastructure,1177.995068172735
2023-03-28,Marketing,885.8759347840439
2023-03-29,Cloud Infrastructure,1013.3871055241398
2023-03-29,Marketing,636.3814603295468
2023-03-30,Cloud Infrastructure,1084.8796508902794
2023-03-30,Marketing,1140.8385443398658
2023-03-31,Cloud Infrastructure,818.5749830004712
2023-03-31,Marketing,1480.5897820631023
2023-04-01,Cloud Infrastructure,1033.0584550513422
2023-04-01,Marketing,1267.490112646551
2023-04-02,Cloud Infrastructure,1196.7194696682861
2023-04-02,Marketing,897.4541481954745
2023-04-03,Cloud Infrastructure,913.7975148145517
2023-04-03,Marketing,1329.7648024492999
2023-04-04,Cloud Infrastructure,847.9513970619087
2023-04-04,Marketing,578.4875726387806
2023-04-05,Cloud Infrastructure,994.6480789781635
2023-04-05,Marketing,750.9740334908548
2023-04-06,Cloud Infrastructure,821.5301752876189
2023-04-06,Marketing,1270.933705546055
2023-04-07,Cloud Infrastructure,1012.7777064109106
2023-04-07,Marketing,768.8220248587718
2023-04-08,Cloud Infrastructure,1115.6575120779553
2023-04-08,Marketing,508.92985588934215
2023-04-09,Cloud Infrastructure,1149.3971110322288
2023-04-09,Marketing,702.0790286887822
2023-04-10,Cloud Infrastructure,1020.0954822485057
2023-04-10,Marketing,1244.5783485031807
2023-04-11,Cloud Infrastructure,859.2049602633388
2023-04-11,Marketing,836.1681780408703
2023-04-12,Cloud Infrastructure,824.0440198302673
2023-04-12,Marketing,700.6960570006705
2023-04-13,Cloud Infrastructure,1163.8250861622469
2023-04-13,Marketing,930.0642981803849
2023-04-14,Cloud Infrastructure,1151.1067868543146
2023-04-14,Marketing,1377.779938249561
2023-04-15,Cloud Infrastructure,983.4570631314147
2023-04-15,Marketing,1355.4110564190316
2023-04-16,Cloud Infrastructure,1083.4348270013572
2023-04-16,Marketing,1479.2576595660703
2023-04-17,Cloud Infrastructure,1010.0401678750463
2023-04-17,Marketing,675.0127457993572
2023-04-18,Cloud Infrastructure,1068.3481061735743
2023-04-18,Marketing,1033.4849288951277
2023-04-19,Cloud Infrastructure,1108.5373515482715
2023-04-19,Marketing,878.9110133603829
2023-04-20,Cloud Infrastructure,890.296367364499
2023-04-20,Marketing,924.771857295731
2023-04-21,Cloud Infrastructure,894.4783523229316
2023-04-21,Marketing,680.8091908646525
2023-04-22,Cloud Infrastructure,1062.6422074257343
2023-04-22,Marketing,1335.4591370882445
2023-04-23,Cloud Infrastructure,1016.0514868076052
2023-04-23,Marketing,503.30736029463907
2023-04-24,Cloud Infrastructure,1037.9909628605103
2023-04-24,Marketing,1115.6285272581317
2023-04-25,Cloud Infrastructure,870.5295269482124
2023-04-25,Marketing,1170.142635126956
2023-04-26,Cloud Infrastructure,1036.7086528129946
2023-04-26,Marketing,648.9697017800414
2023-04-27,Cloud Infrastructure,928.1855265876998
2023-04-27,Marketing,1397.9330380809147
2023-04-28,Cloud Infrastructure,1066.5423863961018
2023-04-28,Marketing,653.4848001692794
2023-04-29,Cloud Infrastructure,1159.089444350696
2023-04-29,Marketing,1228.6055154832366
2023-04-30,Cloud Infrastructure,1017.484934099337
2023-04-30,Marketing,1372.4431344584407
2023-05-01,Cloud Infrastructure,939.1346167093612
2023-05-01,Marketing,660.5573360259688
2023-05-02,Cloud Infrastructure,911.4073329115421
2023-05-02,Marketing,1213.4938073603225
2023-05-03,Cloud Infrastructure,1096.8228536366432
2023-05-03,Marketing,526.8998426585944
2023-05-04,Cloud Infrastructure,999.6814525513435
2023-05-04,Marketing,1160.806216017284
2023-05-05,Cloud Infrastructure,887.203354073399
2023-05-05,Marketing,606.8140132364202
2023-05-06,Cloud Infrastructure,899.8414263616976
2023-05-06,Marketing,1213.5639411931081
2023-05-07,Cloud Infrastructure,820.8450446512178
2023-05-07,Marketing,1431.0646074625956
2023-05-08,Cloud Infrastructure,830.7341851179523
2023-05-08,Marketing,1268.253426984778
2023-05-09,Cloud Infrastructure,1193.6744932168417
2023-05-09,Marketing,1184.3139372982355
2023-05-10,Cloud Infrastructure,917.9325627369597
2023-05-10,Marketing,1329.4507625239976
2023-05-11,Cloud Infrastructure,1024.7925794842708
2023-05-11,Marketing,986.3652978675226
2023-05-12,Cloud Infrastructure,1064.1446527117887
2023-05-12,Marketing,1019.7783632029677
2023-05-13,Cloud Infrastructure,990.501228614999
2023-05-13,Marketing,946.1640870427541
2023-05-14,Cloud Infrastructure,849.5126445410078
2023-05-14,Marketing,1059.3528232362273
2023-05-15,Cloud Infrastructure,969.5009826462033
2023-05-15,Marketing,1411.492731833102
2023-05-16,Cloud Infrastructure,814.7184171699176
2023-05-16,Marketing,992.8378753699926
2023-05-17,Cloud Infrastructure,1167.646315104923
2023-05-17,Marketing,941.918403318441
2023-05-18,Cloud Infrastructure,885.2554030389161
2023-05-18,Marketing,980.7462076439423
2023-05-19,Cloud Infrastructure,1010.1902684405734
2023-05-19,Marketing,983.297055331244
2023-05-20,Cloud Infrastructure,1138.3206671114162
2023-05-20,Marketing,928.7929741302955
2023-05-21,Cloud Infrastructure,985.0781815532825
2023-05-21,Marketing,539.0847901798093
2023-05-22,Cloud Infrastructure,1171.5282209208601
2023-05-22,Marketing,874.6447034832565
2023-05-23,Cloud Infrastructure,911.2505773232539
2023-05-23,Marketing,1143.6020716054059
2023-05-24,Cloud Infrastructure,864.9449533052092
2023-05-24,Marketing,1262.9508557639863
2023-05-25,Cloud Infrastructure,825.7049749557731
2023-05-25,Marketing,529.666651678431
2023-05-26,Cloud Infrastructure,864.0941111117704
2023-05-26,Marketing,1428.9673591144442
2023-05-27,Cloud Infrastructure,1146.1727582694255
2023-05-27,Marketing,679.0202323852388
2023-05-28,Cloud Infrastructure,850.0945749862232
2023-05-28,Marketing,825.228974696236
2023-05-29,Cloud Infrastructure,849.8484895571178
2023-05-29,Marketing,609.9901324807051
2023-05-30,Cloud Infrastructure,1164.3545622569245
2023-05-30,Marketing,1245.9172607011365
2023-05-31,Cloud Infrastructure,1085.728383444053
2023-05-31,Marketing,824.8876985243701
2023-06-01,Cloud Infrastructure,1154.8775199245379
2023-06-01,Marketing,630.4854052480953
2023-06-02,Cloud Infrastructure,1126.368862421537
2023-06-02,Marketing,1323.9317860862848
2023-06-03,Cloud Infrastructure,1151.5960415733382
2023-06-03,Marketing,884.7438073662391
2023-06-04,Cloud Infrastructure,968.430788047604
2023-06-04,Marketing,710.7373686717585
2023-06-05,Cloud Infrastructure,803.3914923088003
2023-06-05,Marketing,856.6491436338381
2023-06-06,Cloud Infrastructure,980.0369091714246
2023-06-06,Marketing,1377.4086227680477
2023-06-07,Cloud Infrastructure,1145.72053943994
2023-06-07,Marketing,613.606876075393
2023-06-08,Cloud Infrastructure,1028.8749784017477
2023-06-08,Marketing,930.0196859376961
2023-06-09,Cloud Infrastructure,1042.4443096803284
2023-06-09,Marketing,1035.9541775512557
2023-06-10,Cloud Infrastructure,999.46038736937
2023-06-10,Marketing,1490.2597164691647
2023-06-11,Cloud Infrastructure,805.2512427285283
2023-06-11,Marketing,716.1354680966614
2023-06-12,Cloud Infrastructure,1159.9476887441167
2023-06-12,Marketing,641.8336552548633
2023-06-13,Cloud Infrastructure,1064.101325971216
2023-06-13,Marketing,500.6417114280316
2023-06-14,Cloud Infrastructure,1158.020936476233
2023-06-14,Marketing,1139.6681282837367
2023-06-15,Cloud Infrastructure,961.5095408784448
2023-06-15,Marketing,544.9291320854562
2023-06-16,Cloud Infrastructure,822.6592795429874
2023-06-16,Marketing,1197.517908303502
2023-06-17,Cloud Infrastructure,1147.5883771587726
2023-06-17,Marketing,744.2057917031957
2023-06-18,Cloud Infrastructure,1137.730132212068
2023-06-18,Marketing,717.8424999759412
2023-06-19,Cloud Infrastructure,831.8760286330718
2023-06-19,Marketing,1060.4571290734666
2023-06-20,Cloud Infrastructure,1154.1396652737878
2023-06-20,Marketing,788.4788210630779
2023-06-21,Cloud Infrastructure,1101.9844405768413
2023-06-21,Marketing,787.2713537483962
2023-06-22,Cloud Infrastructure,1143.7212238079003
2023-06-22,Marketing,1284.7717577496674
2023-06-23,Cloud Infrastructure,948.5013232212656
2023-06-23,Marketing,1104.5177821162297
2023-06-24,Cloud Infrastructure,974.1653491618995
2023-06-24,Marketing,848.1804890782564
2023-06-25,Cloud Infrastructure,1089.7107063032308
2023-06-25,Marketing,746.7321180387013
2023-06-26,Cloud Infrastructure,1027.195309853107
2023-06-26,Marketing,639.5492041847915
2023-06-27,Cloud Infrastructure,1114.1978895033585
2023-06-27,Marketing,1480.734507918843
2023-06-28,Cloud Infrastructure,1084.8134416619423
2023-06-28,Marketing,1326.9749765146087
2023-06-29,Cloud Infrastructure,983.1075589926968
2023-06-29,Marketing,1223.0601077873275
2023-06-30,Cloud Infrastructure,1098.1828953928725
2023-06-30,Marketing,1496.117521202698
2023-07-01,Cloud Infrastructure,1001.2249121332288
2023-07-01,Marketing,1125.9217220548078
2023-07-02,Cloud Infrastructure,1029.093267162398
2023-07-02,Marketing,1262.7871607295483
2023-07-03,Cloud Infrastructure,1167.9513043678874
2023-07-03,Marketing,1272.3453369389829
2023-07-04,Cloud Infrastructure,1159.819596716413
2023-07-04,Marketing,756.8616206064717
2023-07-05,Cloud Infrastructure,1111.9750772469376
2023-07-05,Marketing,1062.8830035025344
2023-07-06,Cloud Infrastructure,842.0760389124371
2023-07-06,Marketing,1269.9455863252547
2023-07-07,Cloud Infrastructure,1023.9685044832657
2023-07-07,Marketing,677.9081031528951
2023-07-08,Cloud Infrastructure,1105.746078320587
2023-07-08,Marketing,633.3567871615782
2023-07-09,Cloud Infrastructure,981.8668363350822
2023-07-09,Marketing,1158.4880020318956
2023-07-10,Cloud Infrastructure,911.2346733887024
2023-07-10,Marketing,1401.075804155294
2023-07-11,Cloud Infrastructure,912.9873802829086
2023-07-11,Marketing,1116.0490914193329
2023-07-12,Cloud Infrastructure,1033.3794084325884
2023-07-12,Marketing,1328.2545093194917
2023-07-13,Cloud Infrastructure,829.7658508333778
2023-07-13,Marketing,873.388290889257
2023-07-14,Cloud Infrastructure,961.2966730106588
2023-07-14,Marketing,1368.682331585061
2023-07-15,Cloud Infrastructure,1107.9782762414525
2023-07-15,Marketing,1211.9076188138376
2023-07-16,Cloud Infrastructure,1179.986408807727
2023-07-16,Marketing,1454.4210200792784
2023-07-17,Cloud Infrastructure,1167.762543668478
2023-07-17,Marketing,1244.2605342896654
2023-07-18,Cloud Infrastructure,949.3288503541073
2023-07-18,Marketing,1436.9280665737429
2023-07-19,Cloud Infrastructure,1187.42590796165
2023-07-19,Marketing,576.8206506902209
2023-07-20,Cloud Infrastructure,1116.1870375560143
2023-07-20,Marketing,1388.7441412101077
2023-07-21,Cloud Infrastructure,1038.1087097766374
2023-07-21,Marketing,976.368154862316
2023-07-22,Cloud Infrastructure,887.6547093798129
2023-07-22,Marketing,1085.4945826903652
2023-07-23,Cloud Infrastructure,1117.504210179961
2023-07-23,Marketing,896.3607716895026
2023-07-24,Cloud Infrastructure,973.549346576321
2023-07-24,Marketing,772.1885318171502
2023-07-25,Cloud Infrastructure,1066.5021459061195
2023-07-25,Marketing,710.547285085032
2023-07-26,Cloud Infrastructure,909.4538823820877
2023-07-26,Marketing,1314.4246779344521
2023-07-27,Cloud Infrastructure,1144.8027386173048
2023-07-27,Marketing,585.225262746808
2023-07-28,Cloud Infrastructure,1142.4559917735091
2023-07-28,Marketing,624.6488072492507
2023-07-29,Cloud Infrastructure,900.4670849324075
2023-07-29,Marketing,1304.5931925769266
2023-07-30,Cloud Infrastructure,1070.8566979493671
2023-07-30,Marketing,1449.966876960649
2023-07-31,Cloud Infrastructure,1000.5661684920042
2023-07-31,Marketing,1288.3098575656104
2023-08-01,Cloud Infrastructure,1183.9886808834133
2023-08-01,Marketing,1030.3549431653046
2023-08-02,Cloud Infrastructure,967.3075916670102
2023-08-02,Marketing,592.2247413929352
2023-08-03,Cloud Infrastructure,1027.7926135622965
2023-08-03,Marketing,1292.2985551867914
2023-08-04,Cloud Infrastructure,1008.7230867025241
2023-08-04,Marketing,1371.8406526927831
2023-08-05,Cloud Infrastructure,845.9941859485986
2023-08-05,Marketing,1015.3003124685332
2023-08-06,Cloud Infrastructure,851.7950067523607
2023-08-06,Marketing,1016.1168618262132
2023-08-07,Cloud Infrastructure,978.9307440863828
2023-08-07,Marketing,817.3202354147446
2023-08-08,Cloud Infrastructure,1123.0916613827826
2023-08-08,Marketing,605.8611999232037
2023-08-09,Cloud Infrastructure,1087.5058475509677
2023-08-09,Marketing,714.2371944362483
2023-08-10,Cloud Infrastructure,1008.3970847834038
2023-08-10,Marketing,649.6317741599685
2023-08-11,Cloud Infrastructure,979.1044834476774
2023-08-11,Marketing,648.1321423705472
2023-08-12,Cloud Infrastructure,978.4271919936341
2023-08-12,Marketing,514.6604781374007
2023-08-13,Cloud Infrastructure,953.4922705495311
2023-08-13,Marketing,748.6549222495775
2023-08-14,Cloud Infrastructure,1039.643253921041
2023-08-14,Marketing,680.5814210965341
2023-08-15,Cloud Infrastructure,853.9640068835497
2023-08-15,Marketing,1218.2783216874948
2023-08-16,Cloud Infrastructure,1090.4107888624612
2023-08-16,Marketing,820.4985725948479
2023-08-17,Cloud Infrastructure,1156.7236482891963
2023-08-17,Marketing,1442.5961466490883
2023-08-18,Cloud Infrastructure,1130.9123222113026
2023-08-18,Marketing,778.4461293192082
2023-08-19,Cloud Infrastructure,921.4558928241521
2023-08-19,Marketing,676.8767410361728
2023-08-20,Cloud Infrastructure,949.5199283540985
2023-08-20,Marketing,1067.0822064613371
2023-08-21,Cloud Infrastructure,973.4939399552823
2023-08-21,Marketing,1272.8025549058957
2023-08-22,Cloud Infrastructure,1022.8720184707585
2023-08-22,Marketing,868.574402994208
2023-08-23,Cloud Infrastructure,947.9756355945051
2023-08-23,Marketing,1035.4864276777307
2023-08-24,Cloud Infrastructure,951.2333828879426
2023-08-24,Marketing,845.8632182409199
2023-08-25,Cloud Infrastructure,960.5170537862135
2023-08-25,Marketing,557.3319234603492
2023-08-26,Cloud Infrastructure,970.6498611463866
2023-08-26,Marketing,686.4714768743966
2023-08-27,Cloud Infrastructure,955.1545179524638
2023-08-27,Marketing,584.6420680916233
2023-08-28,Cloud Infrastructure,990.5148227280173
2023-08-28,Marketing,1136.0623068435775
2023-08-29,Cloud Infrastructure,1061.6479318406743
2023-08-29,Marketing,1072.7046186113935
2023-08-30,Cloud Infrastructure,930.6549841452036
2023-08-30,Marketing,679.4604306679428
2023-08-31,Cloud Infrastructure,993.7724859165957
2023-08-31,Marketing,1062.4358654308858
2023-09-01,Cloud Infrastructure,1054.080908440102
2023-09-01,Marketing,1159.9065161861122
2023-09-02,Cloud Infrastructure,1036.9959467919832
2023-09-02,Marketing,897.4904908899241
2023-09-03,Cloud Infrastructure,831.9280892921544
2023-09-03,Marketing,748.6197870859946
2023-09-04,Cloud Infrastructure,1082.764745465307
2023-09-04,Marketing,1331.1581524568248
2023-09-05,Cloud Infrastructure,1153.8397999869899
2023-09-05,Marketing,1155.0859763461913
2023-09-06,Cloud Infrastructure,1074.5276926124109
2023-09-06,Marketing,1242.5436314075023
2023-09-07,Cloud Infrastructure,1025.7843256530134
2023-09-07,Marketing,786.8646954414146
2023-09-08,Cloud Infrastructure,1149.7726078748706
2023-09-08,Marketing,1002.6902094952133
2023-09-09,Cloud Infrastructure,988.8639212248418
2023-09-09,Marketing,888.9335453573392
2023-09-10,Cloud Infrastructure,1074.100475096933
2023-09-10,Marketing,902.826644340643
2023-09-11,Cloud Infrastructure,950.6940471457604
2023-09-11,Marketing,723.8767583132649
2023-09-12,Cloud Infrastructure,1056.3668939259849
2023-09-12,Marketing,1066.3572117920926
2023-09-13,Cloud Infrastructure,1152.3247545369866
2023-09-13,Marketing,1146.119080578628
2023-09-14,Cloud Infrastructure,973.5493771253293
2023-09-14,Marketing,1206.0978134439915
2023-09-15,Cloud Infrastructure,1046.2838741543653
2023-09-15,Marketing,1172.903902792903
2023-09-16,Cloud Infrastructure,1056.7700095566563
2023-09-16,Marketing,834.007881569265
2023-09-17,Cloud Infrastructure,828.2867855361914
2023-09-17,Marketing,800.5189978942929
2023-09-18,Cloud Infrastructure,959.3486697879166
2023-09-18,Marketing,1146.6124615959593
2023-09-19,Cloud Infrastructure,803.3454727261203
2023-09-19,Marketing,544.0167943333514
2023-09-20,Cloud Infrastructure,1181.9382310119736
2023-09-20,Marketing,874.2553195853886
2023-09-21,Cloud Infrastructure,828.3895083747044
2023-09-21,Marketing,1073.6765969381977
2023-09-22,Cloud Infrastructure,916.4680560925405
2023-09-22,Marketing,557.4898373887934
2023-09-23,Cloud Infrastructure,836.9090884379327
2023-09-23,Marketing,1311.9636366488862
2023-09-24,Cloud Infrastructure,991.3764584596971
2023-09-24,Marketing,1103.5041039846974
2023-09-25,Cloud Infrastructure,1124.763101791032
2023-09-25,Marketing,924.7523766885936
2023-09-26,Cloud Infrastructure,838.9271230856696
2023-09-26,Marketing,1115.1394596054256
2023-09-27,Cloud Infrastructure,1066.7693413297093
2023-09-27,Marketing,838.0638674525791
2023-09-28,Cloud Infrastructure,886.604049914173
2023-09-28,Marketing,573.9134326128327
2023-09-29,Cloud Infrastructure,834.5688088407658
2023-09-29,Marketing,656.0623078772147
2023-09-30,Cloud Infrastructure,861.2904772753176
2023-09-30,Marketing,1107.7368915155726
2023-10-01,Cloud Infrastructure,1166.4196097309587
2023-10-01,Marketing,1034.4746244578027
2023-10-02,Cloud Infrastructure,1038.910817935043
2023-10-02,Marketing,731.4150463021924
2023-10-03,Cloud Infrastructure,985.0358718344862
2023-10-03,Marketing,1411.8971873600628
2023-10-04,Cloud Infrastructure,912.6195727139009
2023-10-04,Marketing,638.4096666158255
2023-10-05,Cloud Infrastructure,1157.6517870944963
2023-10-05,Marketing,1481.3927133115724
2023-10-06,Cloud Infrastructure,1176.1680636885808
2023-10-06,Marketing,1312.3862390345275
2023-10-07,Cloud Infrastructure,998.3640737040175
2023-10-07,Marketing,1028.5297125014577
2023-10-08,Cloud Infrastructure,1109.1504216995986
2023-10-08,Marketing,858.9848588176742
2023-10-09,Cloud Infrastructure,952.5052969929836
2023-10-09,Marketing,994.2390726824322
2023-10-10,Cloud Infrastructure,1133.9175255783866
2023-10-10,Marketing,742.6726108507933
2023-10-11,Cloud Infrastructure,1196.0473122994265
2023-10-11,Marketing,1184.3771981704062
2023-10-12,Cloud Infrastructure,1082.9637991685097
2023-10-12,Marketing,1290.9878115981196
2023-10-13,Cloud Infrastructure,1193.2763813692036
2023-10-13,Marketing,1300.49020300457
2023-10-14,Cloud Infrastructure,950.715918721901
2023-10-14,Marketing,845.1618385158359
2023-10-15,Cloud Infrastructure,959.6557548421324
2023-10-15,Marketing,1479.7302455230592
2023-10-16,Cloud Infrastructure,889.6078982002164
2023-10-16,Marketing,1113.128545926952
2023-10-17,Cloud Infrastructure,997.0516774113435
2023-10-17,Marketing,836.2856198834136
2023-10-18,Cloud Infrastructure,925.4592939608814
2023-10-18,Marketing,1212.26747909107
2023-10-19,Cloud Infrastructure,994.6170915519384
2023-10-19,Marketing,515.4658126046363
2023-10-20,Cloud Infrastructure,915.9720023680059
2023-10-20,Marketing,1243.1797262362636
2023-10-21,Cloud Infrastructure,1002.6233643490947
2023-10-21,Marketing,971.0073843932828
2023-10-22,Cloud Infrastructure,803.793506626509
2023-10-22,Marketing,565.8155189376339
2023-10-23,Cloud Infrastructure,831.4784931949713
2023-10-23,Marketing,1120.6498232205913
2023-10-24,Cloud Infrastructure,938.440458263523
2023-10-24,Marketing,831.2764969350527
2023-10-25,Cloud Infrastructure,925.9451408272412
2023-10-25,Marketing,615.8441785345544
2023-10-26,Cloud Infrastructure,1021.3632477916331
2023-10-26,Marketing,1163.781427536076
